ClientSK;Solde_Compte;Nb_Produits;Nb_Credits_Actifs;Nb_Transactions_Mois;Montant_Transaction_Moyen;Nb_Retraits_GAB_Mois;Nb_Paiements_CB_Mois;Taux_Utilisation_Decouvert;Nb_Connexions_App_Mois;Nb_Virements_En_Ligne_Mois;Score_Satisfaction;Nb_Reclamations_12mois;Solde_Moyen_3mois;Nb_Produits_Resilies_12mois;SegmentID;PackID;Age;Score_Credit;Anciennete_Annees;GouvernoratID;A_Quitte
56465;41357.03;4;1;32;618.10;3;32;2.8;3;0;4;0;47302.96;1;3;4;39;694;5;3;0
56466;62606.68;4;2;42;816.54;10;19;16.1;1;0;3;0;62961.43;4;3;4;69;755;0;1;1
56467;18327.91;1;0;10;354.98;12;0;61.2;22;12;4;0;19522.21;0;4;1;46;640;15;1;0
56468;22136.44;4;0;17;318.75;8;3;4.2;42;11;4;0;23676.90;0;4;5;53;645;5;9;0
56469;5000.40;1;1;19;76.63;8;3;42.6;0;0;4;1;4823.22;0;4;1;69;502;2;1;0
56470;14734.46;1;1;26;267.23;5;14;89.9;7;0;3;0;13027.41;2;4;6;22;686;14;5;0
56471;7882.67;3;0;17;154.35;6;10;62.5;21;9;5;0;7924.73;1;4;5;40;543;0;9;0
56472;20038.51;1;2;11;700.20;0;8;19.0;19;4;4;0;20032.37;0;4;2;62;583;12;1;0
56473;176717.39;5;1;38;1131.35;2;24;37.8;13;10;4;0;173284.75;0;3;7;43;681;2;2;0
56474;21887.12;7;0;34;751.17;2;10;50.1;28;0;5;0;20948.45;0;3;7;28;735;0;21;0
56475;20202.38;1;1;25;748.25;2;16;59.4;1;1;2;4;20407.34;0;4;1;35;450;4;19;0
56476;5265.28;3;0;0;441.63;7;0;34.3;10;9;4;1;4862.11;3;4;5;57;635;7;22;1
56477;10623.86;2;3;30;541.02;7;15;46.7;0;1;4;0;9966.46;0;4;2;22;537;6;1;0
56478;23703.13;1;0;0;79.84;7;2;40.1;36;10;4;0;21797.22;3;4;1;41;608;2;11;1
56479;17991.91;1;1;0;195.21;10;0;17.8;32;8;3;0;15310.65;1;4;6;33;558;0;1;1
56480;22039.24;2;0;4;398.85;13;0;66.1;32;8;5;0;23451.46;0;4;6;54;680;14;3;0
56481;211702.88;3;1;35;1376.85;8;21;33.4;37;8;3;3;212327.41;3;3;3;18;646;7;2;1
56482;345599.62;5;0;26;1045.00;0;22;2.3;26;8;4;0;299688.30;0;1;3;44;756;6;10;0
56483;599156.51;7;3;34;3103.91;4;14;32.1;1;0;4;0;575342.45;0;1;7;54;684;0;3;0
56484;8362.42;1;2;15;649.41;2;12;83.0;19;7;4;0;9485.19;1;4;6;28;623;9;1;0
56485;10332.08;1;1;18;522.48;9;14;47.8;19;8;4;0;9190.92;0;4;1;23;564;0;6;0
56486;16133.35;1;0;12;526.65;9;15;0.0;4;0;4;0;15726.24;0;4;1;50;520;2;15;0
56487;209514.62;4;3;36;660.27;9;14;76.1;5;0;4;0;216868.58;1;3;3;32;751;3;18;1
56488;226936.59;4;0;37;1923.13;6;22;53.3;25;4;4;0;204814.12;0;3;7;42;735;3;16;0
56489;14860.43;3;2;18;387.75;6;14;80.4;32;1;3;0;13904.73;3;4;1;28;631;1;6;1
56490;614235.43;7;0;35;2436.39;8;25;1.9;2;0;4;1;668272.97;1;1;7;61;718;1;9;1
56491;770315.37;8;1;47;649.72;15;21;26.9;34;2;5;0;819481.17;0;1;7;51;712;0;1;0
56492;130376.56;5;0;28;271.89;2;16;42.7;13;8;4;0;112598.31;0;3;7;49;736;13;9;0
56493;143226.54;4;2;30;310.18;7;13;63.7;17;14;4;0;126946.34;0;3;4;26;693;9;1;0
56494;29399.01;4;0;39;1480.91;6;26;76.1;43;4;4;0;28360.41;4;2;3;43;682;4;14;1
56495;256033.57;6;2;35;2030.58;13;23;45.5;36;8;5;0;273749.88;0;1;7;31;774;4;7;0
56496;2801.00;1;1;18;110.03;6;8;59.1;13;11;3;0;2553.34;4;4;5;28;548;2;5;1
56497;22322.97;1;3;17;220.82;2;21;27.4;26;8;4;0;20034.08;3;4;1;38;598;0;1;1
56498;29121.70;3;1;23;430.73;6;13;34.3;21;6;4;0;30636.73;2;2;7;50;710;0;4;1
56499;207350.87;5;0;42;1135.75;3;15;16.1;29;9;5;0;196302.66;1;3;4;36;671;0;1;0
56500;663203.00;7;2;37;4456.32;13;26;38.5;0;3;4;0;730526.49;0;1;7;60;834;6;2;0
56501;4026.50;1;1;10;425.39;13;1;56.8;38;9;4;0;3615.04;1;4;1;30;663;15;19;0
56502;22027.08;1;0;31;533.33;8;15;15.9;25;8;3;3;19491.08;1;4;2;39;491;0;19;1
56503;9494.69;2;0;18;339.19;4;13;57.5;15;7;3;2;10639.62;0;4;6;25;565;1;1;0
56504;111214.78;7;1;60;468.29;6;40;41.3;3;0;5;0;113564.63;0;1;3;67;827;6;4;0
56505;2542.33;2;3;8;111.95;10;6;7.3;1;3;4;0;2753.93;0;4;6;60;586;4;3;0
56506;105159.98;5;0;33;1256.03;5;27;45.9;8;0;4;0;98453.26;0;3;7;54;729;2;5;0
56507;9923.86;4;1;25;523.60;0;19;27.4;25;12;4;0;11014.57;0;4;6;21;592;1;2;0
56508;233798.76;5;1;35;1811.98;13;26;27.8;3;1;5;0;239558.78;0;3;3;45;800;2;2;0
56509;61539.60;3;3;26;1102.61;9;16;100.0;30;11;4;0;62705.77;2;2;3;65;671;1;2;1
56510;211952.39;6;0;50;1795.05;0;23;18.8;4;0;4;1;201101.03;1;3;7;54;658;0;3;0
56511;5521.33;2;0;18;479.06;15;7;51.7;3;0;3;0;5479.39;0;4;5;60;548;1;1;0
56512;21161.48;1;1;14;298.16;5;3;59.5;0;1;3;0;24184.06;0;4;5;23;533;1;3;0
56513;12955.75;3;0;16;102.66;10;11;0.0;3;2;4;0;13552.35;1;4;1;18;565;0;1;1
56514;89221.93;7;0;30;2122.23;7;21;20.1;25;3;5;0;80616.05;0;3;7;32;704;5;1;0
56515;135452.58;7;1;37;1522.56;4;21;70.9;35;3;4;0;132941.11;0;1;3;46;820;12;9;0
56516;135164.91;3;0;31;271.13;1;19;11.2;41;7;4;0;122856.40;0;3;4;27;674;5;8;0
56517;6788.45;4;1;0;392.78;9;0;1.4;5;0;3;0;7702.29;2;4;6;34;589;6;15;1
56518;125259.69;4;1;25;536.37;8;17;0.0;8;0;5;0;135222.67;0;1;3;45;746;5;4;0
56519;17264.46;1;2;7;558.76;5;0;4.9;4;0;3;0;16966.27;0;4;1;62;624;8;24;0
56520;433431.65;6;2;38;1117.24;5;17;23.3;13;5;4;0;386551.18;0;1;7;59;810;2;9;0
56521;19637.38;1;2;16;677.63;9;6;0.0;34;4;3;0;18647.44;0;4;2;20;683;6;5;0
56522;676.79;4;0;15;770.53;9;10;46.3;35;5;5;0;607.23;0;4;1;31;542;4;8;0
56523;4481.78;1;1;4;486.92;8;5;7.5;35;8;4;2;4449.23;3;4;1;19;580;10;1;1
56524;8894.87;2;0;20;590.32;9;12;77.5;21;3;2;1;9105.49;0;4;6;22;587;0;16;0
56525;23791.41;4;2;49;321.82;4;30;42.0;2;0;4;0;21869.62;1;3;4;70;767;3;8;0
56526;51691.19;2;2;20;1809.53;10;10;15.9;27;10;4;0;45884.21;0;2;5;39;692;1;23;0
56527;121875.95;3;1;32;349.38;14;18;31.2;27;14;5;0;136446.82;0;3;4;41;697;0;8;0
56528;15297.69;2;0;42;357.28;9;21;60.0;20;5;3;0;13519.13;1;4;1;30;564;2;7;1
56529;104099.20;2;1;41;1955.62;10;19;28.1;4;0;3;0;111183.69;0;2;5;44;664;0;9;0
56530;78990.91;3;2;48;2482.23;15;32;25.9;23;2;4;0;71220.56;2;3;4;41;706;2;8;1
56531;24525.55;3;0;27;172.85;11;17;28.7;0;0;5;0;20975.98;0;4;5;63;640;16;3;0
56532;63518.22;4;2;33;647.88;8;23;0.0;37;8;4;0;63974.46;0;2;3;27;672;12;1;0
56533;472770.45;8;0;42;4558.36;10;28;44.5;28;0;5;0;492099.62;0;1;7;45;718;1;7;0
56534;18641.70;1;0;19;327.80;4;11;77.7;32;2;3;0;18577.21;0;4;1;41;665;5;3;0
56535;54261.58;2;2;29;273.79;10;22;61.2;30;5;4;0;57088.68;0;2;3;55;716;6;5;0
56536;16273.05;2;2;13;367.64;6;7;49.6;41;5;3;2;16850.00;1;4;5;58;564;4;23;1
56537;89583.45;4;1;36;2078.39;8;32;63.0;3;0;4;0;80251.43;0;3;7;57;706;0;6;0
56538;227469.09;4;0;38;699.17;10;27;39.6;26;4;3;0;218297.26;0;3;3;19;713;1;23;0
56539;24522.38;2;0;9;584.92;7;7;21.5;5;3;4;0;25403.42;2;4;5;21;588;3;4;1
56540;25991.38;2;1;27;220.85;12;12;17.2;23;2;4;0;28629.23;0;2;5;25;769;10;1;0
56541;367899.90;7;3;35;2189.02;8;21;35.3;21;10;5;0;377909.97;0;1;7;30;691;2;4;0
56542;169605.55;5;0;41;1223.17;17;24;0.0;1;0;4;0;172506.70;0;3;7;48;668;5;7;0
56543;241970.62;5;0;41;744.62;7;20;41.3;0;0;5;1;249442.94;1;3;3;64;708;12;1;0
56544;20044.87;1;0;18;642.68;7;15;66.5;39;1;5;0;22689.98;2;4;6;30;547;1;14;0
56545;22295.09;1;0;6;332.61;1;0;20.6;30;9;4;0;20501.18;0;4;5;25;581;2;1;0
56546;182198.36;4;2;29;1691.51;9;15;0.0;17;10;4;0;188592.52;0;3;4;24;747;3;1;0
56547;90412.74;5;2;41;2520.28;8;18;0.0;21;12;5;0;88245.22;1;3;7;52;734;0;7;0
56548;72882.92;5;1;11;966.72;1;8;73.2;1;3;3;2;71816.92;1;2;5;29;649;4;9;0
56549;116584.40;3;0;24;1709.10;11;25;47.0;21;6;5;0;107943.99;0;2;5;50;661;2;1;0
56550;60309.18;5;0;57;597.66;4;33;63.4;25;9;3;0;59258.50;0;3;7;43;721;1;13;0
56551;188755.42;4;0;31;891.78;7;17;37.1;12;0;4;0;166605.55;0;3;4;56;681;2;1;0
56552;3280.09;1;0;8;591.59;5;0;27.6;0;0;3;2;2797.64;3;4;1;78;528;0;1;1
56553;2819.04;4;1;22;284.65;10;18;64.4;41;0;4;0;2835.10;0;4;2;48;638;0;1;0
56554;61272.09;6;3;47;245.76;16;19;6.7;32;10;5;0;61980.76;0;3;7;56;729;4;6;0
56555;24846.92;3;0;15;280.24;9;2;7.2;25;12;5;0;23686.21;0;4;5;76;656;4;12;0
56556;15375.63;4;0;6;520.34;11;3;66.1;3;1;5;0;15081.94;1;4;5;45;612;2;19;0
56557;121771.99;6;0;54;1927.46;9;26;63.1;9;0;3;0;115429.99;0;3;4;53;801;4;3;0
56558;12914.22;1;1;18;449.32;4;1;42.7;27;5;4;1;13658.85;1;4;2;26;563;0;17;1
56559;12139.61;2;0;7;310.39;8;10;39.3;5;10;4;0;12515.27;0;4;2;44;582;1;1;0
56560;113645.69;2;2;13;846.46;0;4;45.8;4;0;4;0;115953.56;2;2;3;60;721;9;5;0
56561;157426.63;4;0;35;2890.36;5;14;15.6;22;2;3;0;147191.77;4;3;4;57;727;1;14;1
56562;2640.68;2;0;4;214.01;10;0;37.3;19;5;5;0;2726.55;0;4;6;35;504;5;4;0
56563;8707.18;2;0;3;153.29;7;0;39.4;13;9;3;0;7734.04;2;4;5;38;581;15;12;1
56564;20010.65;1;0;7;175.41;5;0;91.5;0;8;4;0;19982.39;0;4;6;19;608;1;1;0
56565;105828.77;6;1;17;1660.53;3;11;72.2;4;1;3;0;111796.70;0;2;7;68;628;3;1;0
56566;86199.17;3;2;36;1535.06;8;19;22.5;29;7;4;0;86109.85;4;2;5;52;732;0;2;1
56567;14750.81;1;2;7;518.91;8;10;91.2;5;1;4;0;15159.35;0;4;6;22;637;15;3;0
56568;232883.72;3;0;39;3193.84;6;26;2.3;25;11;4;0;229099.41;0;3;4;28;683;1;1;0
56569;323286.89;8;3;39;820.95;6;21;21.8;41;0;5;0;293058.17;1;1;3;40;811;7;22;0
56570;2923.74;1;3;17;648.06;5;19;38.7;21;3;4;0;2643.43;0;4;1;60;633;4;9;0
56571;9549.23;3;2;25;782.65;9;16;23.5;4;0;4;0;9213.17;0;4;1;35;568;4;1;0
56572;11326.97;2;2;20;80.60;8;21;19.4;34;7;4;0;12384.69;0;4;5;33;627;4;2;0
56573;240824.81;4;0;40;883.37;6;23;35.6;34;10;4;0;270464.07;2;3;7;58;668;4;9;1
56574;32141.66;4;0;9;1152.39;11;5;72.3;32;8;5;0;27365.99;0;2;3;49;795;12;19;0
56575;243307.44;4;1;35;2368.07;16;16;32.6;26;14;5;0;226308.70;2;3;4;44;750;6;1;1
56576;214003.22;7;0;29;1924.95;6;25;20.6;4;1;4;0;216819.81;0;3;4;31;731;6;1;0
56577;65335.17;4;0;44;529.04;6;25;65.7;37;6;5;0;72603.17;0;2;3;30;679;4;2;0
56578;19572.21;1;0;13;269.89;4;9;60.6;26;13;4;0;17373.24;0;4;2;49;633;3;6;0
56579;204165.87;4;0;50;937.79;9;28;7.8;28;18;5;0;182708.51;0;3;4;27;672;0;2;0
56580;6023.01;2;0;9;649.67;6;4;65.0;33;5;4;0;6883.72;1;4;1;28;613;2;3;0
56581;3914.83;1;0;0;408.72;3;0;38.7;3;1;4;0;4128.33;0;4;5;61;599;1;1;0
56582;4759.20;2;3;18;110.04;15;12;5.9;33;11;4;0;4966.42;0;4;1;35;579;2;1;0
56583;24749.76;3;0;9;491.11;9;0;18.0;11;3;3;0;27197.40;0;4;1;40;480;3;6;0
56584;18924.42;1;1;13;781.38;13;6;47.8;35;9;5;0;18256.82;0;4;1;20;606;2;5;0
56585;19912.61;3;3;6;742.55;7;0;34.7;43;3;5;0;18801.17;0;4;6;40;667;3;3;0
56586;706768.03;6;1;35;2816.42;7;24;43.4;3;0;5;0;651123.12;2;1;3;67;735;2;6;1
56587;5417.16;3;0;18;285.82;7;11;29.3;19;10;4;0;5174.13;1;4;1;30;659;1;1;1
56588;725326.02;5;2;33;2389.55;7;10;56.9;20;4;4;0;630718.58;0;1;7;31;820;15;11;0
56589;22409.64;3;0;29;1654.14;8;13;90.4;7;0;3;0;21864.19;2;2;7;46;630;4;1;1
56590;2798.87;3;3;13;309.79;5;9;26.3;12;13;4;0;2945.86;0;4;1;45;659;11;13;0
56591;187109.82;8;1;35;4745.77;15;23;23.7;31;4;5;0;208873.22;0;1;7;60;732;3;5;0
56592;9164.11;2;1;24;759.39;7;5;74.7;31;6;4;0;8443.58;0;4;2;48;582;0;1;0
56593;9145.59;2;0;16;450.22;7;7;38.2;10;0;4;0;9825.28;1;4;6;73;573;2;14;1
56594;1009.86;1;1;26;687.36;3;8;0.0;26;9;3;2;1092.31;2;4;6;20;621;2;23;1
56595;7358.74;1;1;14;247.72;9;12;15.7;28;13;3;0;7247.32;0;4;5;35;633;1;1;0
56596;93302.90;3;0;41;214.30;11;23;63.8;33;3;4;0;81024.08;0;2;5;33;696;3;6;0
56597;15844.57;2;0;10;122.73;19;7;30.4;42;8;4;0;14453.13;1;4;6;28;605;6;5;0
56598;51627.33;2;0;25;1492.59;12;16;18.2;27;8;3;0;56319.24;0;2;3;49;741;5;1;0
56599;235627.43;5;0;51;3169.74;6;35;25.8;27;11;5;0;268431.34;0;3;4;43;735;1;19;0
56600;4241.33;3;2;13;549.71;9;5;50.6;4;0;4;0;4807.76;0;4;1;73;603;4;16;0
56601;71686.30;4;0;30;905.71;5;20;17.8;2;1;3;0;80639.36;0;2;5;61;710;1;16;0
56602;5540.94;1;2;11;526.50;10;8;14.0;39;10;5;0;6331.60;0;4;2;28;586;6;4;0
56603;94342.21;3;0;26;1444.54;10;16;61.2;1;3;3;0;81151.07;0;2;5;53;745;15;24;0
56604;84341.50;6;1;43;889.31;7;35;4.7;19;5;4;0;91567.33;0;1;7;56;759;3;16;0
56605;244379.43;7;1;38;1053.26;3;21;54.8;4;1;4;1;244574.69;0;1;7;60;699;0;24;0
56606;122835.80;4;0;32;2271.95;0;32;32.9;12;7;3;2;121009.13;2;3;4;59;774;13;3;0
56607;14665.24;4;0;14;352.09;7;2;62.8;43;12;5;0;13393.99;2;4;5;34;584;6;7;0
56608;548769.40;7;0;38;3007.33;9;21;30.1;35;16;5;0;561958.43;0;1;3;41;748;1;2;0
56609;367259.45;5;1;46;1621.26;0;29;27.8;36;5;4;0;326731.53;0;1;3;42;742;4;4;0
56610;148992.58;3;1;28;2059.75;2;16;42.6;15;2;4;2;169445.09;0;3;4;25;636;8;1;0
56611;60807.01;3;0;29;1391.45;8;25;0.0;0;1;3;0;67148.47;0;2;3;59;642;1;19;0
56612;777596.20;6;0;36;724.43;2;25;46.5;33;4;5;0;709338.99;1;1;3;33;746;2;3;1
56613;18337.22;2;1;21;473.71;11;25;25.6;23;11;4;0;18833.27;2;4;5;22;627;1;1;1
56614;14653.11;3;1;29;553.47;5;22;0.7;31;8;3;1;16009.74;1;4;6;30;584;2;5;1
56615;48884.48;3;0;15;929.78;0;1;59.9;1;0;4;0;53558.73;1;2;3;33;660;3;6;1
56616;46334.79;2;1;30;824.67;12;13;32.1;23;6;4;0;50823.55;0;2;7;27;708;14;1;0
56617;70297.32;5;1;39;1367.41;4;25;42.3;11;10;5;0;73321.65;0;3;7;26;712;6;1;0
56618;3601.90;3;1;0;258.52;12;2;16.9;21;13;4;0;3701.49;1;4;2;32;615;4;8;0
56619;51010.82;3;1;15;1229.25;14;10;31.3;2;0;4;0;48327.31;1;2;3;41;696;0;15;1
56620;1269.59;2;0;12;487.55;6;0;69.0;30;10;3;0;1432.53;1;4;2;28;602;5;2;0
56621;135560.89;6;1;49;1821.27;11;28;37.1;7;1;5;0;140759.17;1;3;3;45;721;5;17;0
56622;6403.99;1;0;13;561.27;12;8;22.1;4;1;4;0;6472.84;0;4;1;53;514;5;20;0
56623;71170.27;5;1;28;1578.27;5;10;55.8;28;4;4;0;75930.26;0;3;3;67;668;2;10;0
56624;38142.93;4;2;28;659.99;9;8;40.4;35;10;4;0;42783.22;0;2;5;38;732;4;4;0
56625;1416.27;3;1;9;782.31;10;4;30.6;27;12;5;0;1449.34;2;4;6;25;627;0;7;1
56626;22842.39;4;2;25;539.41;9;10;51.5;25;4;5;0;26251.55;0;4;5;45;593;5;1;0
56627;1587.54;4;0;19;505.51;12;10;15.8;17;5;4;0;1669.98;0;4;6;19;545;5;1;0
56628;16565.81;4;1;16;888.86;10;9;7.8;18;13;4;0;18593.40;0;2;7;53;725;13;19;0
56629;208242.44;6;2;40;1475.80;5;20;78.0;25;13;5;0;232179.07;0;1;3;32;789;2;22;0
56630;10606.55;4;1;12;348.36;7;11;18.1;43;7;5;0;9149.56;0;4;5;18;596;5;8;0
56631;145888.80;4;0;31;1932.16;7;8;59.9;27;11;4;0;152719.38;0;3;7;34;679;0;18;0
56632;108771.47;3;0;28;1193.66;10;18;31.3;7;3;4;0;113856.66;0;2;7;46;691;14;3;0
56633;7345.41;3;0;21;435.31;8;11;42.7;29;7;5;0;7898.37;0;4;6;30;541;0;1;0
56634;6459.37;2;0;13;711.74;7;10;27.1;26;11;4;0;6105.10;0;4;6;54;597;5;3;0
56635;18349.82;2;2;11;521.01;17;3;41.3;28;10;3;0;16375.72;0;4;5;22;565;1;9;0
56636;12109.38;1;0;7;651.59;18;1;28.0;19;5;4;0;11472.42;1;4;2;25;590;0;1;1
56637;178676.43;6;3;40;3298.43;3;26;30.7;4;0;5;0;171440.74;0;1;3;54;806;13;1;0
56638;100363.40;2;1;31;742.20;12;21;0.0;2;0;5;0;85992.59;0;2;5;62;691;4;20;0
56639;98437.52;3;1;41;1922.89;6;22;32.1;36;9;5;0;97502.76;0;3;3;43;692;15;8;0
56640;98318.45;3;0;29;1792.19;8;16;50.2;17;12;4;0;86929.62;0;2;5;34;699;2;3;0
56641;226875.99;5;1;50;1976.21;9;31;1.8;4;0;4;0;196069.44;0;3;3;78;717;11;6;0
56642;11384.16;1;1;18;426.44;5;5;29.5;0;0;3;0;10498.09;0;4;5;48;640;1;8;0
56643;23229.44;1;0;12;537.05;4;6;0.0;6;2;4;0;26681.95;0;4;1;59;596;12;9;0
56644;56101.89;3;1;27;677.46;7;21;58.1;3;0;3;0;51966.72;0;2;5;59;605;3;1;0
56645;24719.97;4;0;2;236.53;2;0;39.6;3;0;4;0;24498.43;0;4;6;48;584;0;9;0
56646;19438.84;2;2;18;260.26;10;12;45.2;48;12;5;0;19973.96;0;4;5;31;620;3;4;0
56647;8001.84;1;3;4;144.19;4;4;16.7;3;0;4;0;8042.58;3;4;2;34;529;6;1;1
56648;38326.91;6;1;48;2221.13;8;34;37.6;30;14;4;0;39999.08;1;3;7;19;758;12;13;0
56649;14431.42;2;2;1;548.30;10;4;44.3;25;0;4;1;12310.05;0;4;1;25;591;16;7;0
56650;24118.48;1;1;11;396.99;10;4;37.2;4;2;4;0;23686.05;0;4;6;24;604;3;7;0
56651;22170.03;1;2;13;225.13;6;8;19.6;0;2;5;0;21781.75;2;4;6;74;633;11;1;1
56652;18279.87;1;2;26;158.40;9;27;31.5;29;5;4;0;16867.12;0;4;1;44;630;2;1;0
56653;641903.81;5;0;26;3412.69;5;9;92.4;2;2;4;0;713387.20;0;1;3;53;774;5;22;0
56654;52471.36;3;0;27;1071.09;8;12;98.9;5;0;4;0;46726.15;0;2;7;21;692;3;6;0
56655;42417.75;6;0;48;2003.79;10;30;45.7;38;7;4;0;40418.02;1;3;3;36;739;6;3;0
56656;12828.16;2;2;0;317.86;2;3;15.1;34;11;4;0;12034.10;1;4;5;35;602;16;21;0
56657;2601.39;1;2;3;130.46;13;4;49.4;22;10;3;0;2651.19;3;4;2;30;597;10;24;1
56658;56991.31;3;0;27;1677.32;4;11;51.3;6;0;4;0;52230.46;0;2;7;71;614;0;2;0
56659;4025.64;2;0;13;562.65;6;17;0.0;40;9;5;0;3773.42;0;4;2;30;593;4;16;0
56660;17914.96;4;0;23;763.32;17;17;17.8;24;6;3;0;16818.07;0;4;5;23;612;9;4;0
56661;56218.87;5;1;40;453.52;11;26;46.1;6;0;3;0;55536.91;0;2;7;60;771;4;18;0
56662;209399.47;4;0;38;2487.31;3;20;5.2;5;7;5;0;194570.39;0;3;7;55;703;5;3;0
56663;721087.50;7;1;38;4664.44;2;27;69.2;6;7;5;0;693019.54;0;1;3;48;791;2;23;0
56664;13096.07;4;0;32;490.21;8;21;26.1;18;5;5;0;13865.40;2;4;5;21;587;1;6;1
56665;24652.86;1;0;9;325.22;12;7;72.0;18;11;4;0;23132.80;2;4;6;44;626;5;10;1
56666;7060.94;1;1;32;374.59;7;26;7.4;31;5;1;4;8045.02;1;4;6;20;503;16;3;1
56667;10732.42;4;0;4;325.31;11;0;31.0;29;9;4;0;9595.85;0;4;6;39;647;16;12;0
56668;5455.62;3;1;13;436.93;8;12;0.0;4;2;4;0;5798.12;0;4;2;72;636;3;9;0
56669;15608.53;1;0;16;291.60;0;13;10.1;36;10;5;0;14180.08;0;4;1;18;647;0;1;0
56670;8731.40;1;0;16;269.12;8;12;28.1;22;7;4;1;8242.02;3;4;5;33;639;14;15;1
56671;129841.72;3;0;39;1320.31;5;27;97.9;4;0;5;0;132828.55;0;3;3;67;795;5;8;0
56672;93116.73;3;1;27;484.08;13;10;32.8;20;11;4;0;88753.19;0;2;3;28;729;14;14;0
56673;24536.42;1;0;7;132.57;0;12;29.5;1;0;3;0;21314.22;1;4;2;49;570;0;1;0
56674;3521.16;3;2;20;594.21;12;11;0.0;17;9;3;3;3372.76;0;4;6;18;554;0;10;0
56675;8792.79;3;0;23;403.67;9;21;56.0;34;10;5;0;8106.90;0;4;5;24;543;1;9;0
56676;24747.04;3;1;24;520.32;13;11;0.0;1;0;4;0;24668.77;0;4;5;62;613;4;2;0
56677;5789.01;3;0;18;619.82;6;11;41.3;3;0;4;0;5579.48;0;4;5;31;636;11;1;0
56678;53050.43;5;1;25;1147.47;1;15;0.0;1;3;4;0;55663.53;0;2;7;40;681;3;7;0
56679;202918.42;3;2;39;2505.45;12;29;30.4;38;3;5;0;225979.50;0;3;7;56;658;1;9;0
56680;23928.53;4;1;16;72.71;0;5;11.3;40;8;4;0;24657.53;0;4;2;33;521;2;1;0
56681;5902.60;3;0;2;761.13;5;8;16.4;3;0;4;0;6455.30;0;4;6;38;538;0;4;0
56682;69997.54;3;0;26;1449.04;9;20;52.1;12;3;4;0;76396.52;0;2;5;49;717;2;4;0
56683;13022.82;2;0;20;99.66;12;12;32.2;28;8;4;0;14142.48;1;4;6;59;644;1;7;0
56684;66169.49;4;0;35;1190.26;9;16;44.9;4;3;4;0;57088.35;0;2;7;47;627;1;15;0
56685;20195.23;4;1;4;172.20;2;0;35.3;38;18;4;0;23205.99;0;4;1;29;617;13;3;0
56686;5966.47;3;0;6;86.45;9;2;15.2;7;2;3;2;5546.35;0;4;5;34;558;16;3;0
56687;153831.47;6;2;40;2182.92;9;24;63.4;22;8;5;0;146671.04;0;1;3;39;779;6;5;0
56688;47552.97;3;2;28;1435.06;5;23;47.8;12;0;4;0;53481.27;0;2;3;52;653;2;3;0
56689;16336.82;2;0;10;494.01;4;8;46.5;27;0;4;0;14737.64;0;4;6;39;545;14;3;0
56690;24893.29;1;1;4;187.70;16;0;0.0;3;0;4;0;23881.72;1;4;6;80;573;1;6;1
56691;470897.82;6;3;31;815.61;17;14;5.1;3;0;5;1;417236.92;0;1;7;80;793;9;1;0
56692;40505.97;3;1;33;499.26;10;11;65.3;39;6;5;0;41758.21;2;2;3;53;665;8;22;1
56693;203868.00;5;0;41;465.84;13;22;63.1;34;13;4;0;206737.90;0;3;4;52;715;1;1;0
56694;24528.02;1;2;18;317.11;6;10;57.7;18;13;3;0;23437.31;2;4;5;37;651;8;6;1
56695;16995.57;4;1;26;619.36;0;27;42.5;25;4;4;0;18777.83;0;4;5;34;633;10;3;0
56696;6781.98;1;1;23;143.36;6;10;3.7;31;3;5;0;7412.17;0;4;5;30;635;16;1;0
56697;410064.64;8;4;47;766.99;4;30;0.0;40;9;5;0;437910.94;0;1;7;25;704;1;6;0
56698;87688.51;3;0;30;739.22;17;18;63.3;28;7;4;0;80910.70;0;2;5;25;629;4;1;0
56699;125178.64;7;3;28;1907.91;11;11;56.3;18;8;5;0;133511.72;0;1;3;48;784;1;1;0
56700;21868.58;1;0;20;685.77;5;11;53.9;4;0;3;0;24962.39;0;4;5;31;507;2;1;0
56701;10968.75;2;1;20;70.72;8;15;17.8;8;3;3;0;9885.25;4;4;1;37;546;4;8;1
56702;245630.60;4;2;44;663.29;3;27;84.8;1;0;3;0;248358.82;1;3;7;36;672;6;2;0
56703;73216.48;2;0;22;1288.80;10;18;19.0;4;0;3;0;63960.97;2;2;5;55;735;10;10;0
56704;4493.76;3;1;12;123.26;8;11;61.2;40;10;4;0;5102.82;0;4;1;53;647;5;2;0
56705;60358.33;5;0;42;2818.52;7;26;45.2;16;7;4;0;66620.40;0;3;3;27;683;4;14;0
56706;9251.00;1;1;9;674.67;7;2;33.6;26;9;3;1;8659.63;2;4;5;25;568;2;9;1
56707;91146.04;3;1;34;1864.48;4;15;0.0;6;1;4;0;79702.67;0;3;3;44;765;16;8;0
56708;24299.98;1;1;14;150.01;3;13;19.6;30;4;3;0;24188.00;0;4;5;33;550;1;14;0
56709;506.60;3;3;11;453.72;11;7;31.3;35;9;4;0;454.95;0;4;6;28;575;12;24;0
56710;483323.70;6;2;38;3482.51;1;17;46.2;29;4;5;0;474059.13;0;1;7;40;752;2;24;0
56711;20897.44;2;0;30;111.26;0;5;44.5;32;7;3;0;22886.05;0;4;6;22;571;1;3;0
56712;69598.16;5;0;23;678.22;8;19;28.9;26;5;4;0;66061.95;0;2;3;44;642;1;20;0
