ClientSK;Score_Churn;Classe_Risque
50495;0.0;Faible
50496;0.0;Faible
50497;0.0;Faible
50498;11.4;Faible
50499;0.0;Faible
50500;0.0;Faible
50501;0.0;Faible
50503;0.0;Faible
50504;10.5;Faible
50506;0.1;Faible
50507;0.0;Faible
50508;11.4;Faible
50509;0.0;Faible
50510;0.0;Faible
50511;0.0;Faible
50513;0.0;Faible
50516;0.0;Faible
50517;0.0;Faible
50518;0.0;Faible
50520;0.0;Faible
50521;0.0;Faible
50522;0.0;Faible
50523;0.0;Faible
50524;12.9;Faible
50525;0.0;Faible
50527;0.0;Faible
50529;9.7;Faible
50530;0.0;Faible
50531;0.0;Faible
50532;0.0;Faible
50533;15.0;Faible
50534;6.9;Faible
50535;0.0;Faible
50536;0.0;Faible
50537;0.0;Faible
50538;0.0;Faible
50540;0.0;Faible
50541;0.0;Faible
50543;0.0;Faible
50544;0.0;Faible
50545;0.0;Faible
50546;0.0;Faible
50548;0.0;Faible
50550;0.0;Faible
50551;0.0;Faible
50552;0.0;Faible
50553;0.0;Faible
50554;0.0;Faible
50556;16.5;Faible
50557;0.0;Faible
50559;0.0;Faible
50560;0.0;Faible
50561;0.0;Faible
50563;0.0;Faible
50564;0.0;Faible
50571;24.7;Faible
50575;0.0;Faible
50576;61.6;Eleve
50577;74.4;Critique
50578;0.0;Faible
50580;0.0;Faible
50581;0.0;Faible
50585;0.0;Faible
50586;0.0;Faible
50587;0.0;Faible
50588;0.0;Faible
50591;0.0;Faible
50594;0.0;Faible
50595;0.0;Faible
50596;0.0;Faible
50598;0.0;Faible
50600;45.8;Modere
50602;4.4;Faible
50603;0.0;Faible
50604;0.0;Faible
50605;37.4;Modere
50606;0.0;Faible
50607;0.0;Faible
50608;0.0;Faible
50610;0.0;Faible
50612;0.0;Faible
50613;0.0;Faible
50615;0.0;Faible
50616;0.0;Faible
50618;0.0;Faible
50619;0.0;Faible
50621;0.0;Faible
50622;44.9;Modere
50623;0.0;Faible
50624;0.0;Faible
50625;0.0;Faible
50626;0.0;Faible
50628;0.0;Faible
50629;0.0;Faible
50631;0.0;Faible
50632;0.0;Faible
50633;0.0;Faible
50634;0.0;Faible
50635;32.2;Modere
50637;0.0;Faible
50640;0.0;Faible
50642;0.0;Faible
50643;0.0;Faible
50644;0.0;Faible
50646;0.0;Faible
50647;0.0;Faible
50648;0.0;Faible
50649;44.3;Modere
50650;0.0;Faible
50651;14.3;Faible
50652;36.6;Modere
50653;0.0;Faible
50654;0.0;Faible
50655;0.0;Faible
50656;0.0;Faible
50657;0.0;Faible
50658;0.0;Faible
50659;0.0;Faible
50660;0.0;Faible
50661;0.0;Faible
50662;32.9;Modere
50663;75.0;Critique
50664;0.0;Faible
50665;0.0;Faible
50666;0.0;Faible
50667;0.0;Faible
50668;48.6;Modere
50670;15.3;Faible
50671;0.0;Faible
50674;0.0;Faible
50675;0.0;Faible
50677;0.0;Faible
50678;0.0;Faible
50679;0.0;Faible
50680;0.0;Faible
50681;10.6;Faible
50682;0.0;Faible
50683;0.0;Faible
50686;0.0;Faible
50687;0.0;Faible
50688;34.5;Modere
50689;67.0;Eleve
50690;0.0;Faible
50691;71.1;Critique
50692;0.0;Faible
50693;0.0;Faible
50697;66.5;Eleve
50698;0.0;Faible
50699;0.0;Faible
50700;0.0;Faible
50701;48.5;Modere
50702;39.2;Modere
50703;0.0;Faible
50704;0.0;Faible
50705;11.1;Faible
50707;0.0;Faible
50708;0.0;Faible
50709;0.0;Faible
50713;0.0;Faible
50715;29.4;Faible
50716;0.0;Faible
50717;0.0;Faible
50718;0.0;Faible
50721;0.0;Faible
50722;0.0;Faible
50723;0.0;Faible
50724;0.0;Faible
50725;0.0;Faible
50726;48.5;Modere
50727;0.0;Faible
50729;0.0;Faible
50731;0.0;Faible
50732;0.0;Faible
50733;0.0;Faible
50735;0.0;Faible
50736;0.0;Faible
50737;0.0;Faible
50738;14.4;Faible
50739;0.0;Faible
50740;0.0;Faible
50744;0.0;Faible
50746;0.0;Faible
50747;3.4;Faible
50748;0.0;Faible
50749;32.2;Modere
50751;0.0;Faible
50752;0.0;Faible
50753;0.0;Faible
50754;0.0;Faible
50755;0.0;Faible
50756;0.0;Faible
50759;68.4;Eleve
50760;0.0;Faible
50761;0.0;Faible
50762;0.0;Faible
50764;0.0;Faible
50765;0.0;Faible
50766;0.0;Faible
50767;0.0;Faible
50768;0.0;Faible
50769;0.0;Faible
50770;0.0;Faible
50773;0.0;Faible
50774;71.5;Critique
50775;0.0;Faible
50776;0.0;Faible
50777;0.0;Faible
50778;0.0;Faible
50779;0.0;Faible
50780;0.0;Faible
50781;0.0;Faible
50782;0.0;Faible
50784;0.0;Faible
50785;27.4;Faible
50786;0.0;Faible
50787;40.6;Modere
50788;11.5;Faible
50790;0.0;Faible
50792;0.0;Faible
50793;0.0;Faible
50794;0.0;Faible
50795;0.0;Faible
50796;0.0;Faible
50798;0.0;Faible
50799;0.0;Faible
50800;0.0;Faible
50801;0.0;Faible
50803;0.0;Faible
50806;0.0;Faible
50809;54.8;Eleve
50810;0.0;Faible
50811;0.0;Faible
50812;0.0;Faible
50813;0.0;Faible
50814;47.1;Modere
50815;0.0;Faible
50816;65.4;Eleve
50817;0.0;Faible
50818;0.0;Faible
50819;0.0;Faible
50820;0.0;Faible
50821;0.0;Faible
50822;17.0;Faible
50823;0.0;Faible
50825;42.8;Modere
50826;0.0;Faible
50827;0.0;Faible
50828;0.0;Faible
50829;0.0;Faible
50830;0.0;Faible
50831;0.0;Faible
50832;0.0;Faible
50833;0.0;Faible
50834;0.0;Faible
50836;0.0;Faible
50837;0.0;Faible
50838;0.0;Faible
50839;0.0;Faible
50840;0.0;Faible
50841;72.8;Critique
50842;0.0;Faible
50843;0.0;Faible
50844;0.0;Faible
50845;0.0;Faible
50846;0.0;Faible
50847;27.6;Faible
50849;0.0;Faible
50851;0.0;Faible
50852;0.0;Faible
50854;0.0;Faible
50855;0.0;Faible
50856;0.0;Faible
50857;0.0;Faible
50858;0.0;Faible
50860;0.0;Faible
50861;0.0;Faible
50862;0.0;Faible
50865;0.0;Faible
50866;7.2;Faible
50867;0.0;Faible
50869;0.0;Faible
50870;0.0;Faible
50871;0.0;Faible
50872;0.0;Faible
50873;0.0;Faible
50874;12.9;Faible
50875;28.0;Faible
50876;35.8;Modere
50878;0.0;Faible
50879;29.3;Faible
50881;0.0;Faible
50882;0.0;Faible
50884;0.0;Faible
50885;41.5;Modere
50887;0.0;Faible
50888;0.0;Faible
50889;0.0;Faible
50890;0.0;Faible
50892;3.9;Faible
50893;0.0;Faible
50894;0.0;Faible
50895;0.0;Faible
50897;0.0;Faible
50900;0.0;Faible
50902;0.0;Faible
50904;0.0;Faible
50905;0.0;Faible
50906;0.0;Faible
50907;0.0;Faible
50908;0.0;Faible
50909;0.0;Faible
50912;0.0;Faible
50913;0.0;Faible
50914;0.0;Faible
50916;0.0;Faible
50917;0.0;Faible
50918;0.0;Faible
50919;0.0;Faible
50920;0.0;Faible
50921;0.0;Faible
50923;54.8;Eleve
50924;0.0;Faible
50925;0.0;Faible
50926;0.0;Faible
50927;0.0;Faible
50929;0.0;Faible
50930;0.0;Faible
50931;0.0;Faible
50932;11.0;Faible
50934;0.0;Faible
50935;0.0;Faible
50936;0.0;Faible
50937;54.5;Eleve
50938;0.0;Faible
50941;0.0;Faible
50942;0.0;Faible
50943;0.0;Faible
50944;0.0;Faible
50945;0.0;Faible
50947;0.0;Faible
50948;0.0;Faible
50949;0.0;Faible
50950;0.0;Faible
50951;0.0;Faible
50953;0.0;Faible
50954;0.0;Faible
50955;0.0;Faible
50957;45.0;Modere
50958;0.0;Faible
50961;0.0;Faible
50962;0.0;Faible
50963;78.8;Critique
50965;0.0;Faible
50966;0.0;Faible
50967;0.0;Faible
50969;0.0;Faible
50970;0.0;Faible
50972;65.9;Eleve
50973;0.0;Faible
50974;0.0;Faible
50975;66.7;Eleve
50976;0.0;Faible
50977;0.0;Faible
50978;62.8;Eleve
50979;0.0;Faible
50980;63.1;Eleve
50981;0.0;Faible
50982;0.0;Faible
50983;11.8;Faible
50985;0.0;Faible
50986;0.0;Faible
50987;0.0;Faible
50988;40.6;Modere
50989;0.0;Faible
50990;0.0;Faible
50991;0.0;Faible
50992;0.0;Faible
50993;0.0;Faible
50994;0.0;Faible
50995;0.0;Faible
50996;10.3;Faible
50997;0.0;Faible
50998;0.0;Faible
50999;0.0;Faible
51000;0.0;Faible
51001;0.0;Faible
51002;0.0;Faible
51004;0.0;Faible
51005;0.0;Faible
51007;0.0;Faible
51009;0.0;Faible
51010;0.0;Faible
51011;0.0;Faible
51012;0.0;Faible
51013;0.0;Faible
51015;0.0;Faible
51017;0.0;Faible
51018;0.0;Faible
51020;0.0;Faible
51022;0.0;Faible
51023;0.1;Faible
51024;0.0;Faible
51026;0.0;Faible
51027;0.0;Faible
51028;0.0;Faible
51031;0.0;Faible
51033;0.0;Faible
51034;0.0;Faible
51035;0.0;Faible
51036;13.2;Faible
51037;0.0;Faible
51038;0.0;Faible
51040;11.9;Faible
51042;42.4;Modere
51043;33.2;Modere
51044;0.0;Faible
51045;0.0;Faible
51046;0.0;Faible
51047;0.0;Faible
51048;0.0;Faible
51049;0.0;Faible
51050;0.0;Faible
51052;0.0;Faible
51054;0.0;Faible
51057;0.0;Faible
51058;0.0;Faible
51059;43.2;Modere
51060;22.2;Faible
51061;39.0;Modere
51064;0.0;Faible
51065;0.0;Faible
51066;9.4;Faible
51067;0.0;Faible
51068;0.0;Faible
51069;0.0;Faible
51070;0.0;Faible
51072;9.6;Faible
51074;0.0;Faible
51076;0.0;Faible
51077;22.0;Faible
51078;0.0;Faible
51079;48.8;Modere
51080;0.0;Faible
51081;0.0;Faible
51082;0.0;Faible
51083;0.0;Faible
51084;22.3;Faible
51085;0.0;Faible
51086;0.0;Faible
51087;0.0;Faible
51088;0.0;Faible
51089;50.0;Eleve
51090;0.0;Faible
51091;0.0;Faible
51092;0.0;Faible
51093;0.0;Faible
51094;0.0;Faible
51095;8.5;Faible
51098;0.0;Faible
51099;57.0;Eleve
51100;47.7;Modere
51102;0.0;Faible
51103;0.0;Faible
51104;0.0;Faible
51106;0.0;Faible
51107;0.0;Faible
51108;0.0;Faible
51110;0.0;Faible
51111;0.0;Faible
51114;50.2;Eleve
51115;0.0;Faible
51116;0.0;Faible
51117;0.0;Faible
51118;45.1;Modere
51120;0.0;Faible
51121;0.0;Faible
51122;0.0;Faible
51123;0.0;Faible
51124;0.0;Faible
51125;0.0;Faible
51127;0.0;Faible
51129;0.0;Faible
51131;34.9;Modere
51132;0.0;Faible
51134;12.3;Faible
51135;9.2;Faible
51136;0.0;Faible
51138;0.0;Faible
51140;0.0;Faible
51142;0.0;Faible
51143;0.0;Faible
51144;12.7;Faible
51145;0.0;Faible
51147;0.0;Faible
51148;0.0;Faible
51149;0.0;Faible
51150;75.3;Critique
51152;0.0;Faible
51153;0.0;Faible
51154;18.3;Faible
51155;9.5;Faible
51156;0.0;Faible
51157;43.9;Modere
51159;0.0;Faible
51160;0.0;Faible
51161;0.0;Faible
51163;0.0;Faible
51164;69.9;Eleve
51165;0.0;Faible
51166;0.0;Faible
51167;0.0;Faible
51168;0.0;Faible
51169;37.9;Modere
51170;0.0;Faible
51171;85.2;Critique
51172;0.0;Faible
51173;0.0;Faible
51174;0.0;Faible
51175;0.0;Faible
51176;0.0;Faible
51177;0.0;Faible
51178;0.0;Faible
51179;0.0;Faible
51180;0.0;Faible
51182;0.0;Faible
51183;0.0;Faible
51186;0.0;Faible
51187;0.0;Faible
51188;0.0;Faible
51189;0.0;Faible
51190;0.0;Faible
51191;0.0;Faible
51193;0.0;Faible
51194;0.0;Faible
51195;83.2;Critique
51196;0.0;Faible
51197;0.0;Faible
51198;0.0;Faible
51199;0.0;Faible
51200;0.0;Faible
51201;0.0;Faible
51202;0.0;Faible
51204;32.2;Modere
51205;0.0;Faible
51206;0.0;Faible
51207;0.0;Faible
51208;0.0;Faible
51209;0.0;Faible
51212;0.0;Faible
51213;0.0;Faible
51215;0.0;Faible
51216;0.0;Faible
51217;0.0;Faible
51219;37.2;Modere
51221;0.0;Faible
51222;0.0;Faible
51223;0.0;Faible
51224;0.0;Faible
51225;0.0;Faible
51226;0.1;Faible
51227;15.3;Faible
51228;40.8;Modere
51229;0.0;Faible
51230;0.0;Faible
51231;9.3;Faible
51232;0.0;Faible
51233;14.5;Faible
51234;0.0;Faible
51237;0.0;Faible
51240;0.0;Faible
51241;39.7;Modere
51242;0.0;Faible
51245;0.0;Faible
51246;0.0;Faible
51247;0.0;Faible
51248;0.0;Faible
51249;36.0;Modere
51250;56.1;Eleve
51251;0.0;Faible
51253;0.0;Faible
51255;0.0;Faible
51256;21.7;Faible
51257;0.0;Faible
51258;7.2;Faible
51259;0.0;Faible
51260;0.0;Faible
51261;26.8;Faible
51262;21.1;Faible
51263;0.0;Faible
51264;0.0;Faible
51265;0.0;Faible
51266;24.3;Faible
51267;0.0;Faible
51268;23.7;Faible
51270;0.0;Faible
51272;0.0;Faible
51273;38.1;Modere
51274;0.0;Faible
51275;0.0;Faible
51276;0.0;Faible
51278;3.1;Faible
51279;0.0;Faible
51280;0.0;Faible
51281;0.0;Faible
51282;0.0;Faible
51283;0.0;Faible
51284;0.0;Faible
51285;0.0;Faible
51286;0.0;Faible
51287;0.0;Faible
51288;0.0;Faible
51289;0.0;Faible
51292;38.0;Modere
51293;17.0;Faible
51294;0.0;Faible
51295;0.0;Faible
51297;60.7;Eleve
51298;0.0;Faible
51300;85.7;Critique
51301;0.0;Faible
51303;0.0;Faible
51304;0.0;Faible
51305;0.0;Faible
51306;76.0;Critique
51307;0.0;Faible
51309;0.0;Faible
51310;0.0;Faible
51313;0.0;Faible
51314;0.0;Faible
51315;0.0;Faible
51316;0.0;Faible
51319;42.1;Modere
51320;0.0;Faible
51321;0.0;Faible
51322;0.0;Faible
51324;0.0;Faible
51327;0.0;Faible
51328;0.0;Faible
51329;0.0;Faible
51330;0.0;Faible
51331;0.0;Faible
51332;0.0;Faible
51333;11.2;Faible
51334;0.0;Faible
51335;0.0;Faible
51336;0.0;Faible
51337;63.5;Eleve
51340;0.0;Faible
51341;0.0;Faible
51342;59.5;Eleve
51343;0.0;Faible
51344;69.0;Eleve
51345;0.0;Faible
51346;0.0;Faible
51348;0.0;Faible
51349;44.0;Modere
51350;0.0;Faible
51352;0.0;Faible
51353;0.0;Faible
51354;0.0;Faible
51355;0.0;Faible
51356;0.0;Faible
51357;0.0;Faible
51359;0.0;Faible
51361;44.6;Modere
51362;0.0;Faible
51363;0.0;Faible
51364;0.0;Faible
51365;0.0;Faible
51366;0.0;Faible
51367;0.0;Faible
51368;22.2;Faible
51369;12.1;Faible
51370;0.0;Faible
51371;0.0;Faible
51373;10.4;Faible
51374;0.0;Faible
51375;0.0;Faible
51377;0.0;Faible
51379;0.0;Faible
51381;0.0;Faible
51382;15.3;Faible
51385;0.0;Faible
51386;0.0;Faible
51388;0.0;Faible
51389;27.2;Faible
51391;0.0;Faible
51392;0.0;Faible
51394;0.0;Faible
51395;0.0;Faible
51396;0.0;Faible
51397;0.0;Faible
51398;0.0;Faible
51399;0.0;Faible
51401;39.0;Modere
51402;0.0;Faible
51403;0.0;Faible
51404;0.0;Faible
51405;39.7;Modere
51407;0.0;Faible
51408;70.1;Critique
51409;0.0;Faible
51410;46.9;Modere
51411;0.0;Faible
51412;0.0;Faible
51413;0.0;Faible
51416;7.4;Faible
51417;0.0;Faible
51419;0.0;Faible
51420;0.0;Faible
51421;0.0;Faible
51422;0.0;Faible
51423;0.0;Faible
51424;0.0;Faible
51425;0.0;Faible
51427;0.0;Faible
51428;0.0;Faible
51429;0.0;Faible
51431;0.0;Faible
51433;0.0;Faible
51434;46.9;Modere
51436;0.0;Faible
51437;0.0;Faible
51438;42.5;Modere
51439;0.0;Faible
51440;0.0;Faible
51441;0.0;Faible
51442;30.9;Modere
51443;0.0;Faible
51444;0.0;Faible
51445;66.6;Eleve
51447;60.8;Eleve
51448;0.0;Faible
51450;0.0;Faible
51451;12.7;Faible
51452;48.0;Modere
51453;0.0;Faible
51454;13.6;Faible
51460;0.0;Faible
51464;0.0;Faible
51465;0.0;Faible
51467;59.4;Eleve
51468;0.0;Faible
51469;0.0;Faible
51470;36.0;Modere
51471;0.0;Faible
51472;0.0;Faible
51474;0.0;Faible
51475;0.0;Faible
51476;0.0;Faible
51477;0.0;Faible
51479;0.0;Faible
51481;57.0;Eleve
51482;0.0;Faible
51483;70.0;Critique
51485;0.0;Faible
51486;0.0;Faible
51487;0.0;Faible
51488;0.0;Faible
51489;0.0;Faible
51490;16.1;Faible
51491;0.0;Faible
51492;22.0;Faible
51493;0.0;Faible
51494;0.0;Faible
51495;0.0;Faible
51496;0.0;Faible
51498;0.0;Faible
51499;0.0;Faible
51502;0.0;Faible
51503;0.0;Faible
51506;0.0;Faible
51507;10.7;Faible
51508;0.0;Faible
51510;0.0;Faible
51512;0.0;Faible
51513;0.0;Faible
51514;0.0;Faible
51515;60.0;Eleve
51516;0.0;Faible
51517;0.0;Faible
51518;0.0;Faible
51519;0.0;Faible
51520;0.0;Faible
51521;27.9;Faible
51522;25.0;Faible
51523;0.0;Faible
51524;0.0;Faible
51527;41.7;Modere
51528;0.0;Faible
51529;0.0;Faible
51530;0.0;Faible
51531;0.0;Faible
51532;0.0;Faible
51533;0.0;Faible
51534;0.0;Faible
51535;40.0;Modere
51536;19.5;Faible
51537;0.0;Faible
51538;0.0;Faible
51539;0.0;Faible
51541;0.0;Faible
51542;0.0;Faible
51544;0.0;Faible
51546;35.1;Modere
51548;0.0;Faible
51549;70.8;Critique
51550;0.0;Faible
51551;0.0;Faible
51552;12.0;Faible
51554;46.2;Modere
51555;0.0;Faible
51556;0.0;Faible
51559;0.0;Faible
51560;55.2;Eleve
51561;0.0;Faible
51562;0.0;Faible
51563;72.4;Critique
51564;0.0;Faible
51565;67.6;Eleve
51566;21.8;Faible
51569;0.0;Faible
51570;0.0;Faible
51571;41.9;Modere
51572;0.1;Faible
51573;0.0;Faible
51574;43.9;Modere
51575;30.1;Modere
51577;0.0;Faible
51580;0.0;Faible
51581;0.0;Faible
51582;0.0;Faible
51584;0.0;Faible
51586;0.0;Faible
51587;5.7;Faible
51589;6.5;Faible
51590;0.0;Faible
51594;17.3;Faible
51595;0.0;Faible
51597;61.4;Eleve
51598;0.0;Faible
51599;0.0;Faible
51600;0.0;Faible
51601;0.0;Faible
51602;0.0;Faible
51603;75.7;Critique
51604;0.0;Faible
51605;0.0;Faible
51606;49.1;Modere
51608;52.1;Eleve
51609;18.4;Faible
51612;0.0;Faible
51613;0.0;Faible
51614;40.4;Modere
51615;0.0;Faible
51616;44.4;Modere
51617;0.0;Faible
51618;0.0;Faible
51620;0.0;Faible
51621;0.0;Faible
51623;0.0;Faible
51625;0.0;Faible
51626;12.6;Faible
51627;0.0;Faible
51628;0.0;Faible
51629;0.0;Faible
51630;15.3;Faible
51631;0.0;Faible
51632;0.0;Faible
51633;0.0;Faible
51634;0.0;Faible
51635;0.0;Faible
51637;0.0;Faible
51638;53.4;Eleve
51639;0.0;Faible
51640;0.0;Faible
51641;0.0;Faible
51642;0.0;Faible
51644;0.0;Faible
51645;0.0;Faible
51646;0.0;Faible
51647;68.9;Eleve
51650;0.0;Faible
51651;0.0;Faible
51653;0.0;Faible
51654;0.0;Faible
51655;0.0;Faible
51656;0.0;Faible
51658;0.0;Faible
51659;0.0;Faible
51660;0.0;Faible
51661;0.0;Faible
51662;0.0;Faible
51663;57.7;Eleve
51664;0.0;Faible
51666;0.0;Faible
51667;67.8;Eleve
51668;0.0;Faible
51669;0.0;Faible
51670;0.0;Faible
51671;0.0;Faible
51672;0.0;Faible
51673;0.0;Faible
51674;0.0;Faible
51675;8.6;Faible
51676;0.0;Faible
51677;28.2;Faible
51679;0.0;Faible
51680;0.0;Faible
51681;0.0;Faible
51683;0.0;Faible
51684;0.0;Faible
51685;0.0;Faible
51686;0.0;Faible
51687;73.5;Critique
51688;9.5;Faible
51689;0.0;Faible
51690;0.0;Faible
51691;0.0;Faible
51692;0.0;Faible
51693;0.0;Faible
51694;0.0;Faible
51696;33.6;Modere
51697;0.0;Faible
51698;0.0;Faible
51700;0.0;Faible
51701;0.0;Faible
51702;79.5;Critique
51703;75.8;Critique
51705;0.0;Faible
51708;66.1;Eleve
51709;0.0;Faible
51710;0.0;Faible
51712;0.0;Faible
51713;0.0;Faible
51714;62.3;Eleve
51715;0.0;Faible
51716;0.0;Faible
51717;0.0;Faible
51718;0.0;Faible
51720;0.0;Faible
51721;0.0;Faible
51722;70.6;Critique
51724;0.0;Faible
51725;0.0;Faible
51726;0.0;Faible
51727;23.2;Faible
51728;0.0;Faible
51729;15.8;Faible
51730;0.0;Faible
51731;51.9;Eleve
51732;0.0;Faible
51733;0.0;Faible
51734;0.0;Faible
51735;42.5;Modere
51736;40.2;Modere
51737;0.0;Faible
51738;52.0;Eleve
51740;0.0;Faible
51742;0.0;Faible
51743;0.0;Faible
51744;0.0;Faible
51745;0.0;Faible
51746;0.0;Faible
51748;0.0;Faible
51749;0.0;Faible
51750;0.0;Faible
51753;0.0;Faible
51755;0.0;Faible
51756;0.0;Faible
51758;0.0;Faible
51760;0.0;Faible
51761;0.0;Faible
51762;0.0;Faible
51764;0.0;Faible
51765;0.0;Faible
51767;0.0;Faible
51769;0.0;Faible
51770;10.2;Faible
51771;0.0;Faible
51772;0.0;Faible
51773;0.0;Faible
51774;0.0;Faible
51775;0.0;Faible
51776;12.8;Faible
51777;0.0;Faible
51778;0.0;Faible
51779;0.0;Faible
51781;0.0;Faible
51782;0.0;Faible
51783;0.0;Faible
51784;0.0;Faible
51785;75.0;Critique
51786;0.0;Faible
51787;0.0;Faible
51789;0.0;Faible
51790;0.0;Faible
51791;0.0;Faible
51792;0.0;Faible
51793;0.0;Faible
51794;0.0;Faible
51795;0.0;Faible
51796;65.9;Eleve
51797;0.0;Faible
51798;0.0;Faible
51800;0.0;Faible
51802;0.0;Faible
51803;0.0;Faible
51804;0.0;Faible
51805;49.4;Modere
51807;0.0;Faible
51808;0.0;Faible
51809;0.0;Faible
51810;0.0;Faible
51811;39.0;Modere
51812;0.0;Faible
51813;0.0;Faible
51814;0.0;Faible
51815;0.0;Faible
51816;0.0;Faible
51819;0.0;Faible
51820;0.0;Faible
51821;0.0;Faible
51822;0.0;Faible
51823;0.0;Faible
51824;0.0;Faible
51825;18.6;Faible
51826;0.0;Faible
51827;0.0;Faible
51828;0.0;Faible
51830;0.0;Faible
51832;0.0;Faible
51833;0.0;Faible
51834;0.0;Faible
51835;0.0;Faible
51836;0.0;Faible
51837;0.0;Faible
51839;0.0;Faible
51840;0.0;Faible
51841;0.0;Faible
51842;0.0;Faible
51843;0.0;Faible
51844;0.0;Faible
51845;0.0;Faible
51846;27.4;Faible
51847;0.0;Faible
51848;0.0;Faible
51850;0.0;Faible
51851;0.0;Faible
51852;0.0;Faible
51853;0.0;Faible
51854;0.0;Faible
51855;48.1;Modere
51856;0.0;Faible
51857;0.0;Faible
51858;0.0;Faible
51859;26.3;Faible
51860;0.0;Faible
51861;0.0;Faible
51862;0.0;Faible
51863;24.2;Faible
51864;0.0;Faible
51865;0.0;Faible
51866;0.0;Faible
51868;0.0;Faible
51869;0.0;Faible
51870;10.3;Faible
51871;0.0;Faible
51872;0.0;Faible
51874;4.6;Faible
51875;0.0;Faible
51876;0.0;Faible
51877;0.0;Faible
51878;0.0;Faible
51879;57.6;Eleve
51880;0.0;Faible
51881;0.0;Faible
51883;39.5;Modere
51884;43.9;Modere
51885;0.0;Faible
51886;0.0;Faible
51887;0.0;Faible
51888;0.0;Faible
51889;0.0;Faible
51890;0.0;Faible
51891;0.0;Faible
51892;0.0;Faible
51894;0.0;Faible
51895;0.0;Faible
51896;0.0;Faible
51899;77.1;Critique
51900;38.3;Modere
51902;23.5;Faible
51903;0.1;Faible
51904;0.0;Faible
51905;48.4;Modere
51907;0.0;Faible
51910;0.0;Faible
51911;10.3;Faible
51912;0.0;Faible
51913;0.0;Faible
51914;0.0;Faible
51915;0.1;Faible
51917;0.0;Faible
51919;0.0;Faible
51920;0.0;Faible
51921;0.0;Faible
51922;0.0;Faible
51923;0.0;Faible
51925;0.0;Faible
51926;63.2;Eleve
51929;53.9;Eleve
51930;72.0;Critique
51931;0.0;Faible
51933;0.0;Faible
51936;0.0;Faible
51939;0.0;Faible
51940;0.0;Faible
51941;0.0;Faible
51943;72.4;Critique
51945;43.1;Modere
51946;0.0;Faible
51948;12.1;Faible
51949;0.0;Faible
51950;10.9;Faible
51951;40.8;Modere
51952;0.0;Faible
51953;0.0;Faible
51954;0.0;Faible
51955;0.0;Faible
51957;0.0;Faible
51958;0.0;Faible
51961;10.9;Faible
51962;0.0;Faible
51963;0.0;Faible
51966;0.1;Faible
51967;0.0;Faible
51968;0.0;Faible
51969;35.2;Modere
51970;55.3;Eleve
51971;0.0;Faible
51973;0.0;Faible
51974;0.0;Faible
51975;0.0;Faible
51977;0.0;Faible
51978;0.0;Faible
51979;74.4;Critique
51980;0.0;Faible
51981;0.0;Faible
51982;0.0;Faible
51984;0.0;Faible
51985;0.0;Faible
51986;31.0;Modere
51987;0.0;Faible
51988;0.0;Faible
51989;0.0;Faible
51990;0.0;Faible
51991;0.0;Faible
51993;0.0;Faible
51994;0.0;Faible
51997;12.3;Faible
51999;43.5;Modere
52001;6.5;Faible
52002;0.0;Faible
52003;0.0;Faible
52005;0.0;Faible
52006;26.2;Faible
52007;0.0;Faible
52008;0.0;Faible
52009;0.0;Faible
52010;0.0;Faible
52014;0.0;Faible
52015;0.0;Faible
52016;0.0;Faible
52017;0.0;Faible
52019;0.0;Faible
52020;0.0;Faible
52021;0.0;Faible
52022;0.0;Faible
52024;90.6;Critique
52025;0.0;Faible
52027;27.3;Faible
52028;0.0;Faible
52029;0.0;Faible
52031;0.0;Faible
52032;0.0;Faible
52033;61.2;Eleve
52035;0.0;Faible
52036;0.0;Faible
52037;0.0;Faible
52038;16.4;Faible
52039;0.0;Faible
52040;0.0;Faible
52041;0.0;Faible
52042;0.0;Faible
52044;0.0;Faible
52045;0.0;Faible
52046;0.0;Faible
52047;0.0;Faible
52051;29.7;Faible
52052;47.4;Modere
52053;0.0;Faible
52054;0.0;Faible
52055;0.0;Faible
52056;0.0;Faible
52057;0.0;Faible
52058;0.0;Faible
52059;0.0;Faible
52060;0.0;Faible
52064;0.0;Faible
52065;6.3;Faible
52066;0.0;Faible
52067;0.0;Faible
52068;0.0;Faible
52069;0.0;Faible
52070;0.0;Faible
52071;0.0;Faible
52072;0.0;Faible
52074;0.0;Faible
52075;0.0;Faible
52076;0.0;Faible
52078;0.0;Faible
52079;0.0;Faible
52080;0.0;Faible
52081;0.0;Faible
52082;0.0;Faible
52083;17.5;Faible
52084;0.0;Faible
52087;0.0;Faible
52089;0.0;Faible
52090;0.0;Faible
52091;10.2;Faible
52092;0.0;Faible
52093;0.0;Faible
52094;0.0;Faible
52095;0.0;Faible
52096;0.0;Faible
52097;0.0;Faible
52098;0.0;Faible
52099;0.0;Faible
52100;0.0;Faible
52101;0.0;Faible
52102;0.0;Faible
52103;0.0;Faible
52106;0.0;Faible
52109;0.0;Faible
52110;0.0;Faible
52111;34.9;Modere
52112;45.2;Modere
52113;0.0;Faible
52114;0.0;Faible
52115;0.0;Faible
52116;0.0;Faible
52117;0.0;Faible
52118;0.0;Faible
52119;0.0;Faible
52120;0.0;Faible
52121;0.0;Faible
52122;0.0;Faible
52123;0.0;Faible
52125;0.0;Faible
52126;11.8;Faible
52127;0.0;Faible
52131;0.0;Faible
52132;0.0;Faible
52133;0.0;Faible
